Notes,State,State Code,UCD - Drug/Alcohol Induced,UCD - Drug/Alcohol Induced Code,Year,Year Code,Deaths,Population,Crude Rate
,Missouri,29,All other non-drug and non-alcohol causes,O,2018,2018,10219,6126452,166.8
,Montana,30,Drug-induced causes,D,1999,1999,48,897507,5.3
,Montana,30,Drug-induced causes,D,2000,2000,47,902195,5.2
,Montana,30,Drug-induced causes,D,2001,2001,62,906961,6.8
,Montana,30,Drug-induced causes,D,2002,2002,85,911667,9.3
,Montana,30,Drug-induced causes,D,2003,2003,116,919630,12.6
,Montana,30,Drug-induced causes,D,2004,2004,119,930009,12.8
,Montana,30,Drug-induced causes,D,2005,2005,119,940102,12.7
,Montana,30,Drug-induced causes,D,2006,2006,121,952692,12.7
,Montana,30,Drug-induced causes,D,2007,2007,132,964706,13.7
,Montana,30,Drug-induced causes,D,2008,2008,141,976415,14.4
,Montana,30,Drug-induced causes,D,2009,2009,147,983982,14.9
,Montana,30,Drug-induced causes,D,2010,2010,123,989415,12.4
,Montana,30,Drug-induced causes,D,2011,2011,150,998199,15
,Montana,30,Drug-induced causes,D,2012,2012,129,1005141,12.8
,Montana,30,Drug-induced causes,D,2013,2013,156,1015165,15.4
,Montana,30,Drug-induced causes,D,2014,2014,145,1023579,14.2
,Montana,30,Drug-induced causes,D,2015,2015,152,1032949,14.7
,Montana,30,Drug-induced causes,D,2016,2016,136,1042520,13
,Montana,30,Drug-induced causes,D,2017,2017,132,1050493,12.6
,Montana,30,Drug-induced causes,D,2018,2018,138,1062305,13
,Montana,30,Alcohol-induced causes,A,2003,2003,21,919630,2.3
,Montana,30,Alcohol-induced causes,A,2004,2004,16,930009,Unreliable
,Montana,30,Alcohol-induced causes,A,2005,2005,30,940102,3.2
,Montana,30,Alcohol-induced causes,A,2006,2006,33,952692,3.5
,Montana,30,Alcohol-induced causes,A,2007,2007,21,964706,2.2
,Montana,30,Alcohol-induced causes,A,2008,2008,35,976415,3.6
,Montana,30,Alcohol-induced causes,A,2009,2009,29,983982,2.9
,Montana,30,Alcohol-induced causes,A,2010,2010,32,989415,3.2
,Montana,30,Alcohol-induced causes,A,2011,2011,33,998199,3.3
,Montana,30,Alcohol-induced causes,A,2012,2012,44,1005141,4.4
,Montana,30,Alcohol-induced causes,A,2013,2013,32,1015165,3.2
,Montana,30,Alcohol-induced causes,A,2014,2014,34,1023579,3.3
,Montana,30,Alcohol-induced causes,A,2015,2015,38,1032949,3.7
,Montana,30,Alcohol-induced causes,A,2016,2016,48,1042520,4.6
,Montana,30,Alcohol-induced causes,A,2017,2017,65,1050493,6.2
,Montana,30,Alcohol-induced causes,A,2018,2018,31,1062305,2.9
,Montana,30,All other non-drug and non-alcohol causes,O,1999,1999,68,897507,7.6
,Montana,30,All other non-drug and non-alcohol causes,O,2000,2000,133,902195,14.7
,Montana,30,All other non-drug and non-alcohol causes,O,2001,2001,146,906961,16.1
,Montana,30,All other non-drug and non-alcohol causes,O,2002,2002,151,911667,16.6
,Montana,30,All other non-drug and non-alcohol causes,O,2003,2003,1580,919630,171.8
,Montana,30,All other non-drug and non-alcohol causes,O,2004,2004,1644,930009,176.8
,Montana,30,All other non-drug and non-alcohol causes,O,2005,2005,1737,940102,184.8
,Montana,30,All other non-drug and non-alcohol causes,O,2006,2006,1663,952692,174.6
,Montana,30,All other non-drug and non-alcohol causes,O,2007,2007,1724,964706,178.7
,Montana,30,All other non-drug and non-alcohol causes,O,2008,2008,1809,976415,185.3
,Montana,30,All other non-drug and non-alcohol causes,O,2009,2009,1663,983982,169
,Montana,30,All other non-drug and non-alcohol causes,O,2010,2010,1703,989415,172.1
,Montana,30,All other non-drug and non-alcohol causes,O,2011,2011,1825,998199,182.8
,Montana,30,All other non-drug and non-alcohol causes,O,2012,2012,1654,1005141,164.6
,Montana,30,All other non-drug and non-alcohol causes,O,2013,2013,1754,1015165,172.8
,Montana,30,All other non-drug and non-alcohol causes,O,2014,2014,1790,1023579,174.9
,Montana,30,All other non-drug and non-alcohol causes,O,2015,2015,1914,1032949,185.3
,Montana,30,All other non-drug and non-alcohol causes,O,2016,2016,1945,1042520,186.6
,Montana,30,All other non-drug and non-alcohol causes,O,2017,2017,2072,1050493,197.2
,Montana,30,All other non-drug and non-alcohol causes,O,2018,2018,2045,1062305,192.5
,Nebraska,31,Drug-induced causes,D,1999,1999,41,1704764,2.4
,Nebraska,31,Drug-induced causes,D,2000,2000,52,1711263,3
,Nebraska,31,Drug-induced causes,D,2001,2001,69,1719836,4
,Nebraska,31,Drug-induced causes,D,2002,2002,69,1728292,4
,Nebraska,31,Drug-induced causes,D,2003,2003,88,1738643,5.1
,Nebraska,31,Drug-induced causes,D,2004,2004,91,1749370,5.2
,Nebraska,31,Drug-induced causes,D,2005,2005,129,1761497,7.3
,Nebraska,31,Drug-induced causes,D,2006,2006,131,1772693,7.4
,Nebraska,31,Drug-induced causes,D,2007,2007,92,1783440,5.2
,Nebraska,31,Drug-induced causes,D,2008,2008,113,1796378,6.3
,Nebraska,31,Drug-induced causes,D,2009,2009,118,1812683,6.5
,Nebraska,31,Drug-induced causes,D,2010,2010,130,1826341,7.1
,Nebraska,31,Drug-induced causes,D,2011,2011,148,1842641,8
,Nebraska,31,Drug-induced causes,D,2012,2012,154,1855525,8.3
,Nebraska,31,Drug-induced causes,D,2013,2013,137,1868516,7.3
,Nebraska,31,Drug-induced causes,D,2014,2014,140,1881503,7.4
,Nebraska,31,Drug-induced causes,D,2015,2015,139,1896190,7.3
,Nebraska,31,Drug-induced causes,D,2016,2016,146,1907116,7.7
,Nebraska,31,Drug-induced causes,D,2017,2017,163,1920076,8.5
,Nebraska,31,Drug-induced causes,D,2018,2018,171,1929268,8.9
,Nebraska,31,Alcohol-induced causes,A,2003,2003,15,1738643,Unreliable
,Nebraska,31,Alcohol-induced causes,A,2004,2004,15,1749370,Unreliable
,Nebraska,31,Alcohol-induced causes,A,2005,2005,24,1761497,1.4
,Nebraska,31,Alcohol-induced causes,A,2006,2006,11,1772693,Unreliable
,Nebraska,31,Alcohol-induced causes,A,2007,2007,10,1783440,Unreliable
,Nebraska,31,Alcohol-induced causes,A,2008,2008,22,1796378,1.2
,Nebraska,31,Alcohol-induced causes,A,2009,2009,31,1812683,1.7
,Nebraska,31,Alcohol-induced causes,A,2010,2010,29,1826341,1.6
,Nebraska,31,Alcohol-induced causes,A,2011,2011,25,1842641,1.4
,Nebraska,31,Alcohol-induced causes,A,2012,2012,29,1855525,1.6
,Nebraska,31,Alcohol-induced causes,A,2013,2013,30,1868516,1.6
,Nebraska,31,Alcohol-induced causes,A,2014,2014,40,1881503,2.1
,Nebraska,31,Alcohol-induced causes,A,2015,2015,29,1896190,1.5
,Nebraska,31,Alcohol-induced causes,A,2016,2016,36,1907116,1.9
,Nebraska,31,Alcohol-induced causes,A,2017,2017,45,1920076,2.3
,Nebraska,31,Alcohol-induced causes,A,2018,2018,47,1929268,2.4
,Nebraska,31,All other non-drug and non-alcohol causes,O,1999,1999,30,1704764,1.8
,Nebraska,31,All other non-drug and non-alcohol causes,O,2000,2000,80,1711263,4.7
,Nebraska,31,All other non-drug and non-alcohol causes,O,2001,2001,86,1719836,5
,Nebraska,31,All other non-drug and non-alcohol causes,O,2002,2002,101,1728292,5.8
,Nebraska,31,All other non-drug and non-alcohol causes,O,2003,2003,2105,1738643,121.1
,Nebraska,31,All other non-drug and non-alcohol causes,O,2004,2004,1977,1749370,113
,Nebraska,31,All other non-drug and non-alcohol causes,O,2005,2005,2384,1761497,135.3
,Nebraska,31,All other non-drug and non-alcohol causes,O,2006,2006,2374,1772693,133.9
,Nebraska,31,All other non-drug and non-alcohol causes,O,2007,2007,2524,1783440,141.5
,Nebraska,31,All other non-drug and non-alcohol causes,O,2008,2008,2547,1796378,141.8
,Nebraska,31,All other non-drug and non-alcohol causes,O,2009,2009,2519,1812683,139
,Nebraska,31,All other non-drug and non-alcohol causes,O,2010,2010,2553,1826341,139.8
,Nebraska,31,All other non-drug and non-alcohol causes,O,2011,2011,2607,1842641,141.5
,Nebraska,31,All other non-drug and non-alcohol causes,O,2012,2012,2594,1855525,139.8
,Nebraska,31,All other non-drug and non-alcohol causes,O,2013,2013,2597,1868516,139
,Nebraska,31,All other non-drug and non-alcohol causes,O,2014,2014,2642,1881503,140.4
,Nebraska,31,All other non-drug and non-alcohol causes,O,2015,2015,2691,1896190,141.9
,Nebraska,31,All other non-drug and non-alcohol causes,O,2016,2016,2632,1907116,138
,Nebraska,31,All other non-drug and non-alcohol causes,O,2017,2017,2859,1920076,148.9
,Nebraska,31,All other non-drug and non-alcohol causes,O,2018,2018,2750,1929268,142.5
,Nevada,32,Drug-induced causes,D,1999,1999,236,1934718,12.2
,Nevada,32,Drug-induced causes,D,2000,2000,281,1998257,14.1
,Nevada,32,Drug-induced causes,D,2001,2001,268,2098399,12.8
,Nevada,32,Drug-induced causes,D,2002,2002,332,2173791,15.3
,Nevada,32,Drug-induced causes,D,2003,2003,350,2248850,15.6
,Nevada,32,Drug-induced causes,D,2004,2004,395,2346222,16.8
,Nevada,32,Drug-induced causes,D,2005,2005,464,2432143,19.1
,Nevada,32,Drug-induced causes,D,2006,2006,471,2522658,18.7
,Nevada,32,Drug-induced causes,D,2007,2007,515,2601072,19.8
,Nevada,32,Drug-induced causes,D,2008,2008,529,2653630,19.9
,Nevada,32,Drug-induced causes,D,2009,2009,555,2684665,20.7
,Nevada,32,Drug-induced causes,D,2010,2010,581,2700551,21.5
,Nevada,32,Drug-induced causes,D,2011,2011,642,2723322,23.6
,Nevada,32,Drug-induced causes,D,2012,2012,611,2758931,22.1
,Nevada,32,Drug-induced causes,D,2013,2013,622,2790136,22.3
,Nevada,32,Drug-induced causes,D,2014,2014,555,2839099,19.5
,Nevada,32,Drug-induced causes,D,2015,2015,629,2890845,21.8
,Nevada,32,Drug-induced causes,D,2016,2016,678,2940058,23.1
,Nevada,32,Drug-induced causes,D,2017,2017,698,2998039,23.3
,Nevada,32,Drug-induced causes,D,2018,2018,712,3034392,23.5
,Nevada,32,Alcohol-induced causes,A,2008,2008,18,2653630,Unreliable
,Nevada,32,Alcohol-induced causes,A,2009,2009,22,2684665,0.8
,Nevada,32,Alcohol-induced causes,A,2010,2010,20,2700551,0.7
,Nevada,32,Alcohol-induced causes,A,2011,2011,16,2723322,Unreliable
,Nevada,32,Alcohol-induced causes,A,2013,2013,23,2790136,0.8
,Nevada,32,Alcohol-induced causes,A,2014,2014,26,2839099,0.9
,Nevada,32,Alcohol-induced causes,A,2015,2015,35,2890845,1.2
,Nevada,32,Alcohol-induced causes,A,2016,2016,34,2940058,1.2
,Nevada,32,Alcohol-induced causes,A,2017,2017,46,2998039,1.5
,Nevada,32,Alcohol-induced causes,A,2018,2018,60,3034392,2
,Nevada,32,All other non-drug and non-alcohol causes,O,1999,1999,93,1934718,4.8
,Nevada,32,All other non-drug and non-alcohol causes,O,2000,2000,128,1998257,6.4
,Nevada,32,All other non-drug and non-alcohol causes,O,2001,2001,132,2098399,6.3
,Nevada,32,All other non-drug and non-alcohol causes,O,2002,2002,184,2173791,8.5
,Nevada,32,All other non-drug and non-alcohol causes,O,2003,2003,214,2248850,9.5
,Nevada,32,All other non-drug and non-alcohol causes,O,2004,2004,238,2346222,10.1
,Nevada,32,All other non-drug and non-alcohol causes,O,2005,2005,225,2432143,9.3
,Nevada,32,All other non-drug and non-alcohol causes,O,2006,2006,201,2522658,8
,Nevada,32,All other non-drug and non-alcohol causes,O,2007,2007,225,2601072,8.7
,Nevada,32,All other non-drug and non-alcohol causes,O,2008,2008,1587,2653630,59.8
,Nevada,32,All other non-drug and non-alcohol causes,O,2009,2009,1822,2684665,67.9
,Nevada,32,All other non-drug and non-alcohol causes,O,2010,2010,1848,2700551,68.4
,Nevada,32,All other non-drug and non-alcohol causes,O,2011,2011,1863,2723322,68.4
,Nevada,32,All other non-drug and non-alcohol causes,O,2012,2012,1874,2758931,67.9
,Nevada,32,All other non-drug and non-alcohol causes,O,2013,2013,1883,2790136,67.5
,Nevada,32,All other non-drug and non-alcohol causes,O,2014,2014,2184,2839099,76.9
,Nevada,32,All other non-drug and non-alcohol causes,O,2015,2015,2617,2890845,90.5
,Nevada,32,All other non-drug and non-alcohol causes,O,2016,2016,3467,2940058,117.9
,Nevada,32,All other non-drug and non-alcohol causes,O,2017,2017,3155,2998039,105.2
,Nevada,32,All other non-drug and non-alcohol causes,O,2018,2018,3217,3034392,106
,New Hampshire,33,Drug-induced causes,D,1999,1999,62,1222014,5.1
,New Hampshire,33,Drug-induced causes,D,2000,2000,49,1235786,4
,New Hampshire,33,Drug-induced causes,D,2001,2001,83,1255517,6.6
,New Hampshire,33,Drug-induced causes,D,2002,2002,114,1269089,9
,New Hampshire,33,Drug-induced causes,D,2003,2003,137,1279840,10.7
,New Hampshire,33,Drug-induced causes,D,2004,2004,128,1290121,9.9
,New Hampshire,33,Drug-induced causes,D,2005,2005,152,1298492,11.7
,New Hampshire,33,Drug-induced causes,D,2006,2006,160,1308389,12.2
,New Hampshire,33,Drug-induced causes,D,2007,2007,187,1312540,14.2
,New Hampshire,33,Drug-induced causes,D,2008,2008,129,1315906,9.8
,New Hampshire,33,Drug-induced causes,D,2009,2009,172,1316102,13.1
,New Hampshire,33,Drug-induced causes,D,2010,2010,164,1316470,12.5
,New Hampshire,33,Drug-induced causes,D,2011,2011,212,1318194,16.1
,New Hampshire,33,Drug-induced causes,D,2012,2012,177,1320718,13.4
,New Hampshire,33,Drug-induced causes,D,2013,2013,217,1323459,16.4
,New Hampshire,33,Drug-induced causes,D,2014,2014,348,1326813,26.2
,New Hampshire,33,Drug-induced causes,D,2015,2015,433,1330608,32.5
,New Hampshire,33,Drug-induced causes,D,2016,2016,495,1334795,37.1
,New Hampshire,33,Drug-induced causes,D,2017,2017,479,1342795,35.7
,New Hampshire,33,Drug-induced causes,D,2018,2018,472,1356458,34.8
,New Hampshire,33,Alcohol-induced causes,A,2004,2004,17,1290121,Unreliable
,New Hampshire,33,Alcohol-induced causes,A,2005,2005,25,1298492,1.9
,New Hampshire,33,Alcohol-induced causes,A,2006,2006,19,1308389,Unreliable
,New Hampshire,33,Alcohol-induced causes,A,2007,2007,27,1312540,2.1
,New Hampshire,33,Alcohol-induced causes,A,2008,2008,30,1315906,2.3
,New Hampshire,33,Alcohol-induced causes,A,2009,2009,26,1316102,2
,New Hampshire,33,Alcohol-induced causes,A,2010,2010,30,1316470,2.3
,New Hampshire,33,Alcohol-induced causes,A,2011,2011,34,1318194,2.6
,New Hampshire,33,Alcohol-induced causes,A,2012,2012,25,1320718,1.9
,New Hampshire,33,Alcohol-induced causes,A,2013,2013,40,1323459,3
,New Hampshire,33,Alcohol-induced causes,A,2014,2014,33,1326813,2.5
,New Hampshire,33,Alcohol-induced causes,A,2015,2015,35,1330608,2.6
,New Hampshire,33,Alcohol-induced causes,A,2016,2016,27,1334795,2
,New Hampshire,33,Alcohol-induced causes,A,2017,2017,47,1342795,3.5
,New Hampshire,33,Alcohol-induced causes,A,2018,2018,41,1356458,3
,New Hampshire,33,All other non-drug and non-alcohol causes,O,1999,1999,131,1222014,10.7
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2000,2000,138,1235786,11.2
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2001,2001,145,1255517,11.5
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2002,2002,166,1269089,13.1
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2003,2003,155,1279840,12.1
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2004,2004,1308,1290121,101.4
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2005,2005,1858,1298492,143.1
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2006,2006,1784,1308389,136.4
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2007,2007,1856,1312540,141.4
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2008,2008,1804,1315906,137.1
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2009,2009,1851,1316102,140.6
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2010,2010,1688,1316470,128.2
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2011,2011,1853,1318194,140.6
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2012,2012,1873,1320718,141.8
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2013,2013,1989,1323459,150.3
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2014,2014,1999,1326813,150.7
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2015,2015,2031,1330608,152.6
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2016,2016,2034,1334795,152.4
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2017,2017,2108,1342795,157
,New Hampshire,33,All other non-drug and non-alcohol causes,O,2018,2018,2042,1356458,150.5
,New Jersey,34,Drug-induced causes,D,1999,1999,757,8359592,9.1
,New Jersey,34,Drug-induced causes,D,2000,2000,795,8414350,9.4
,New Jersey,34,Drug-induced causes,D,2001,2001,796,8492671,9.4
,New Jersey,34,Drug-induced causes,D,2002,2002,885,8552643,10.3
,New Jersey,34,Drug-induced causes,D,2003,2003,792,8601402,9.2
,New Jersey,34,Drug-induced causes,D,2004,2004,711,8634561,8.2
,New Jersey,34,Drug-induced causes,D,2005,2005,966,8651974,11.2
,New Jersey,34,Drug-induced causes,D,2006,2006,1009,8661679,11.6
,New Jersey,34,Drug-induced causes,D,2007,2007,797,8677885,9.2
,New Jersey,34,Drug-induced causes,D,2008,2008,808,8711090,9.3
,New Jersey,34,Drug-induced causes,D,2009,2009,343,8755602,3.9
,New Jersey,34,Drug-induced causes,D,2010,2010,903,8791894,10.3
,New Jersey,34,Drug-induced causes,D,2011,2011,1042,8821155,11.8
,New Jersey,34,Drug-induced causes,D,2012,2012,1268,8864590,14.3
,New Jersey,34,Drug-induced causes,D,2013,2013,1331,8899339,15
,New Jersey,34,Drug-induced causes,D,2014,2014,1303,8938175,14.6
,New Jersey,34,Drug-induced causes,D,2015,2015,1506,8958013,16.8
,New Jersey,34,Drug-induced causes,D,2016,2016,2132,8944469,23.8
,New Jersey,34,Drug-induced causes,D,2017,2017,2752,9005644,30.6
,New Jersey,34,Drug-induced causes,D,2018,2018,2980,8908520,33.5
,New Jersey,34,Alcohol-induced causes,A,1999,1999,24,8359592,0.3
,New Jersey,34,Alcohol-induced causes,A,2000,2000,26,8414350,0.3
,New Jersey,34,Alcohol-induced causes,A,2001,2001,12,8492671,Unreliable
,New Jersey,34,Alcohol-induced causes,A,2002,2002,17,8552643,Unreliable
,New Jersey,34,Alcohol-induced causes,A,2003,2003,11,8601402,Unreliable
,New Jersey,34,Alcohol-induced causes,A,2004,2004,77,8634561,0.9
,New Jersey,34,Alcohol-induced causes,A,2005,2005,63,8651974,0.7
,New Jersey,34,Alcohol-induced causes,A,2006,2006,63,8661679,0.7
,New Jersey,34,Alcohol-induced causes,A,2007,2007,66,8677885,0.8
,New Jersey,34,Alcohol-induced causes,A,2008,2008,62,8711090,0.7
,New Jersey,34,Alcohol-induced causes,A,2009,2009,69,8755602,0.8
,New Jersey,34,Alcohol-induced causes,A,2010,2010,84,8791894,1
,New Jersey,34,Alcohol-induced causes,A,2011,2011,107,8821155,1.2
,New Jersey,34,Alcohol-induced causes,A,2012,2012,93,8864590,1
,New Jersey,34,Alcohol-induced causes,A,2013,2013,101,8899339,1.1
,New Jersey,34,Alcohol-induced causes,A,2014,2014,79,8938175,0.9
,New Jersey,34,Alcohol-induced causes,A,2015,2015,68,8958013,0.8
,New Jersey,34,Alcohol-induced causes,A,2016,2016,82,8944469,0.9
,New Jersey,34,Alcohol-induced causes,A,2017,2017,99,9005644,1.1
,New Jersey,34,Alcohol-induced causes,A,2018,2018,102,8908520,1.1
,New Jersey,34,All other non-drug and non-alcohol causes,O,1999,1999,297,8359592,3.6
,New Jersey,34,All other non-drug and non-alcohol causes,O,2000,2000,371,8414350,4.4
,New Jersey,34,All other non-drug and non-alcohol causes,O,2001,2001,350,8492671,4.1
,New Jersey,34,All other non-drug and non-alcohol causes,O,2002,2002,356,8552643,4.2
,New Jersey,34,All other non-drug and non-alcohol causes,O,2003,2003,416,8601402,4.8
,New Jersey,34,All other non-drug and non-alcohol causes,O,2004,2004,7968,8634561,92.3
,New Jersey,34,All other non-drug and non-alcohol causes,O,2005,2005,9622,8651974,111.2
,New Jersey,34,All other non-drug and non-alcohol causes,O,2006,2006,9525,8661679,110
,New Jersey,34,All other non-drug and non-alcohol causes,O,2007,2007,9494,8677885,109.4
,New Jersey,34,All other non-drug and non-alcohol causes,O,2008,2008,9819,8711090,112.7
,New Jersey,34,All other non-drug and non-alcohol causes,O,2009,2009,9450,8755602,107.9
,New Jersey,34,All other non-drug and non-alcohol causes,O,2010,2010,9391,8791894,106.8
,New Jersey,34,All other non-drug and non-alcohol causes,O,2011,2011,9254,8821155,104.9
,New Jersey,34,All other non-drug and non-alcohol causes,O,2012,2012,9042,8864590,102
,New Jersey,34,All other non-drug and non-alcohol causes,O,2013,2013,9242,8899339,103.9
,New Jersey,34,All other non-drug and non-alcohol causes,O,2014,2014,8842,8938175,98.9
,New Jersey,34,All other non-drug and non-alcohol causes,O,2015,2015,8633,8958013,96.4
,New Jersey,34,All other non-drug and non-alcohol causes,O,2016,2016,8511,8944469,95.2
,New Jersey,34,All other non-drug and non-alcohol causes,O,2017,2017,8540,9005644,94.8
,New Jersey,34,All other non-drug and non-alcohol causes,O,2018,2018,8479,8908520,95.2
,New Mexico,35,Drug-induced causes,D,1999,1999,275,1808082,15.2
,New Mexico,35,Drug-induced causes,D,2000,2000,281,1819046,15.4
,New Mexico,35,Drug-induced causes,D,2001,2001,277,1831690,15.1
,New Mexico,35,Drug-induced causes,D,2002,2002,301,1855309,16.2
,New Mexico,35,Drug-induced causes,D,2003,2003,373,1877574,19.9
,New Mexico,35,Drug-induced causes,D,2004,2004,331,1903808,17.4
,New Mexico,35,Drug-induced causes,D,2005,2005,385,1932274,19.9
,New Mexico,35,Drug-induced causes,D,2006,2006,435,1962137,22.2
,New Mexico,35,Drug-induced causes,D,2007,2007,471,1990070,23.7
,New Mexico,35,Drug-induced causes,D,2008,2008,534,2010662,26.6
,New Mexico,35,Drug-induced causes,D,2009,2009,447,2036802,21.9
,New Mexico,35,Drug-induced causes,D,2010,2010,487,2059179,23.7
,New Mexico,35,Drug-induced causes,D,2011,2011,537,2082224,25.8
,New Mexico,35,Drug-induced causes,D,2012,2012,502,2085538,24.1
,New Mexico,35,Drug-induced causes,D,2013,2013,471,2085287,22.6
,New Mexico,35,Drug-induced causes,D,2014,2014,559,2085572,26.8
,New Mexico,35,Drug-induced causes,D,2015,2015,516,2085109,24.7
,New Mexico,35,Drug-induced causes,D,2016,2016,525,2081015,25.2
,New Mexico,35,Drug-induced causes,D,2017,2017,515,2088070,24.7
,New Mexico,35,Drug-induced causes,D,2018,2018,562,2095428,26.8
,New Mexico,35,Alcohol-induced causes,A,2006,2006,38,1962137,1.9
,New Mexico,35,Alcohol-induced causes,A,2007,2007,36,1990070,1.8
,New Mexico,35,Alcohol-induced causes,A,2008,2008,46,2010662,2.3
,New Mexico,35,Alcohol-induced causes,A,2009,2009,33,2036802,1.6
,New Mexico,35,Alcohol-induced causes,A,2010,2010,46,2059179,2.2
,New Mexico,35,Alcohol-induced causes,A,2011,2011,45,2082224,2.2
,New Mexico,35,Alcohol-induced causes,A,2012,2012,59,2085538,2.8
,New Mexico,35,Alcohol-induced causes,A,2013,2013,35,2085287,1.7
,New Mexico,35,Alcohol-induced causes,A,2014,2014,45,2085572,2.2
,New Mexico,35,Alcohol-induced causes,A,2015,2015,56,2085109,2.7
,New Mexico,35,Alcohol-induced causes,A,2016,2016,51,2081015,2.5
,New Mexico,35,Alcohol-induced causes,A,2017,2017,69,2088070,3.3
,New Mexico,35,Alcohol-induced causes,A,2018,2018,60,2095428,2.9
,New Mexico,35,All other non-drug and non-alcohol causes,O,1999,1999,103,1808082,5.7
,New Mexico,35,All other non-drug and non-alcohol causes,O,2000,2000,172,1819046,9.5
,New Mexico,35,All other non-drug and non-alcohol causes,O,2001,2001,157,1831690,8.6
,New Mexico,35,All other non-drug and non-alcohol causes,O,2002,2002,173,1855309,9.3
,New Mexico,35,All other non-drug and non-alcohol causes,O,2003,2003,267,1877574,14.2
,New Mexico,35,All other non-drug and non-alcohol causes,O,2004,2004,231,1903808,12.1
,New Mexico,35,All other non-drug and non-alcohol causes,O,2005,2005,274,1932274,14.2
,New Mexico,35,All other non-drug and non-alcohol causes,O,2006,2006,2034,1962137,103.7
,New Mexico,35,All other non-drug and non-alcohol causes,O,2007,2007,2131,1990070,107.1
,New Mexico,35,All other non-drug and non-alcohol causes,O,2008,2008,2207,2010662,109.8
,New Mexico,35,All other non-drug and non-alcohol causes,O,2009,2009,2070,2036802,101.6
,New Mexico,35,All other non-drug and non-alcohol causes,O,2010,2010,2306,2059179,112
,New Mexico,35,All other non-drug and non-alcohol causes,O,2011,2011,2232,2082224,107.2
,New Mexico,35,All other non-drug and non-alcohol causes,O,2012,2012,2160,2085538,103.6
,New Mexico,35,All other non-drug and non-alcohol causes,O,2013,2013,2222,2085287,106.6
,New Mexico,35,All other non-drug and non-alcohol causes,O,2014,2014,2238,2085572,107.3
,New Mexico,35,All other non-drug and non-alcohol causes,O,2015,2015,2266,2085109,108.7
,New Mexico,35,All other non-drug and non-alcohol causes,O,2016,2016,2241,2081015,107.7
,New Mexico,35,All other non-drug and non-alcohol causes,O,2017,2017,2374,2088070,113.7
,New Mexico,35,All other non-drug and non-alcohol causes,O,2018,2018,2431,2095428,116
,New York,36,Drug-induced causes,D,1999,1999,1100,18882725,5.8
,New York,36,Drug-induced causes,D,2000,2000,901,18976457,4.7
,New York,36,Drug-induced causes,D,2001,2001,1280,19082838,6.7
,New York,36,Drug-induced causes,D,2002,2002,1117,19137800,5.8
,New York,36,Drug-induced causes,D,2003,2003,1209,19175939,6.3
,New York,36,Drug-induced causes,D,2004,2004,1067,19171567,5.6
,New York,36,Drug-induced causes,D,2005,2005,1175,19132610,6.1
,New York,36,Drug-induced causes,D,2006,2006,1949,19104631,10.2
,New York,36,Drug-induced causes,D,2007,2007,1909,19132335,10
,New York,36,Drug-induced causes,D,2008,2008,1856,19212436,9.7
,New York,36,Drug-induced causes,D,2009,2009,1797,19307066,9.3
,New York,36,Drug-induced causes,D,2010,2010,1760,19378102,9.1
,New York,36,Drug-induced causes,D,2011,2011,2149,19465197,11
,New York,36,Drug-induced causes,D,2012,2012,2262,19570261,11.6
,New York,36,Drug-induced causes,D,2013,2013,2483,19651127,12.6
,New York,36,Drug-induced causes,D,2014,2014,2510,19746227,12.7
,New York,36,Drug-induced causes,D,2015,2015,3009,19795791,15.2
,New York,36,Drug-induced causes,D,2016,2016,3894,19745289,19.7
,New York,36,Drug-induced causes,D,2017,2017,4117,19849399,20.7
,New York,36,Drug-induced causes,D,2018,2018,3904,19542209,20
,New York,36,Alcohol-induced causes,A,1999,1999,22,18882725,0.1
,New York,36,Alcohol-induced causes,A,2000,2000,15,18976457,Unreliable
,New York,36,Alcohol-induced causes,A,2001,2001,30,19082838,0.2
,New York,36,Alcohol-induced causes,A,2002,2002,26,19137800,0.1
,New York,36,Alcohol-induced causes,A,2003,2003,82,19175939,0.4
,New York,36,Alcohol-induced causes,A,2004,2004,99,19171567,0.5
,New York,36,Alcohol-induced causes,A,2005,2005,92,19132610,0.5
,New York,36,Alcohol-induced causes,A,2006,2006,107,19104631,0.6
,New York,36,Alcohol-induced causes,A,2007,2007,121,19132335,0.6
,New York,36,Alcohol-induced causes,A,2008,2008,132,19212436,0.7
,New York,36,Alcohol-induced causes,A,2009,2009,144,19307066,0.7
